# Y-M-D   T H:M:S     ObsNum  ObsGoal      ObgPgm    SourceName                ProjectId                      RestFreq  VLSR      TINT   RA        DEC          AZ    EL
2020-03-06T06:08:22    92219  Science      Map(Ra)   NGC5194_south             2018-S1-MU-8                    88.6318   463     807.4  202.469625  47.195172  324.6  51.8  720 0
2020-03-06T06:33:47    92222  Calibration  Cal       NGC5194_north             2018-S1-MU-8                    88.6318   463       5.0  202.469625  47.195172  321.0  48.2  720 0
2020-03-06T06:34:14    92223  Science      Map(Ra)   NGC5194_north             2018-S1-MU-8                    88.6318   463     807.4  202.469625  47.195172  320.9  48.1  720 0
2020-03-06T06:59:48    92226  Calibration  Cal       NGC5194_south             2018-S1-MU-8                    88.6318   463       5.0  202.469625  47.195172  318.2  44.2  720 0
2020-03-06T07:00:16    92227  Science      Map(Ra)   NGC5194_south             2018-S1-MU-8                    88.6318   463     807.5  202.469625  47.195172  318.2  44.1  720 0
2020-03-11T00:27:21    92273  Calibration  Cal       NGC5194_north             2018-S1-MU-8                    88.6318   463       5.0  202.469625  47.195172   45.8  31.2  720 0
2020-03-11T00:27:48    92274  Science      Map(Ra)   NGC5194_north             2018-S1-MU-8                    88.6318   463    1147.6  202.469625  47.195172   45.8  31.5  720 0
2020-03-11T01:05:53    92279  Calibration  Cal       NGC5194_south             2018-S1-MU-8                    88.6318   463       5.0  202.469625  47.195172   44.5  37.7  720 0
2020-03-11T01:06:21    92280  Science      Map(Ra)   NGC5194_south             2018-S1-MU-8                    88.6318   463     807.5  202.469625  47.195172   44.4  38.0  720 0
2020-03-11T01:36:03    92285  Calibration  Cal       NGC5194_north             2018-S1-MU-8                    88.6318   463       5.0  202.469625  47.195172   42.5  42.8  720 0
2020-03-11T01:36:30    92286  Science      Map(Ra)   NGC5194_north             2018-S1-MU-8                    88.6318   463    1147.6  202.469625  47.195172   42.5  42.9  720 0
2020-03-11T02:11:08    92289  Calibration  Cal       NGC5194_south             2018-S1-MU-8                    88.6318   463       5.0  202.469625  47.195172   38.9  48.3  720 0
2020-03-11T02:11:36    92290  Science      Map(Ra)   NGC5194_south             2018-S1-MU-8                    88.6318   463    1147.6  202.469625  47.195172   38.9  48.3  720 0
2020-03-11T02:45:22    92293  Calibration  Cal       NGC5194_north             2018-S1-MU-8                    88.6318   463       5.0  202.469625  47.195172   33.7  53.1  720 0
2020-03-11T02:45:49    92294  Science      Map(Ra)   NGC5194_north             2018-S1-MU-8                    88.6318   463    1147.6  202.469625  47.195172   33.6  53.2  720 0
2020-03-11T03:24:22    92299  Calibration  Cal       NGC5194_south             2018-S1-MU-8                    88.6318   463       5.0  202.469625  47.195172   25.2  57.7  720 0
2020-03-11T03:24:49    92300  Science      Map(Ra)   NGC5194_south             2018-S1-MU-8                    88.6318   463    1147.6  202.469625  47.195172   25.1  57.7  720 0
2020-03-11T07:21:06    92350  Calibration  Cal       NGC5194_north             2018-S1-MU-8                    88.6318   463       5.0  202.469625  47.195172  320.2  47.1  720 0
2020-03-11T07:21:33    92351  Science      Map(Ra)   NGC5194_north             2018-S1-MU-8                    88.6318   463     807.4  202.469625  47.195172  320.1  47.1  720 0
2020-03-11T07:47:09    92354  Calibration  Cal       NGC5194_south             2018-S1-MU-8                    88.6318   463       5.0  202.469625  47.195172  317.6  43.1  720 0
2020-03-11T07:47:36    92355  Science      Map(Ra)   NGC5194_south             2018-S1-MU-8                    88.6318   463    1147.6  202.469625  47.195172  317.6  43.0  720 0
2020-03-12T05:50:03    92503  Calibration  Cal       NGC5194_north             2018-S1-MU-8                    88.6318   463       5.0  202.469625  47.195172  336.4  58.3  720 0
2020-03-12T05:50:30    92504  Science      Map(Ra)   NGC5194_north             2018-S1-MU-8                    88.6318   463    1147.6  202.469625  47.195172  336.3  58.2  720 0
2020-03-13T05:39:26    92625  Calibration  Cal       NGC5194_south             2018-S1-MU-8                    88.6318   463       5.0  202.469625  47.195172  338.3  58.9  720 0
2020-03-13T05:39:56    92626  Science      Map(Ra)   NGC5194_south             2018-S1-MU-8                    88.6318   463    1147.6  202.469625  47.195172  338.2  58.9  720 0

